código_material,preço_real,descrição,modelos_compativeis
1254-430-1440,627.64,Módulo electrônico,MSA120/140
1254-430-1441,627.67,Módulo electrônico,MSA120/140
1254-430-1470,569.53,Módulo electrônico,MSA120
1254-435-2400,13.37,Alavanca do interruptor,MSA120/140
1254-600-0200,419.35,Motor elétrico,MSA120
1254-600-0241,443.39,Motor elétrico  V/ Hz,MSA120/140
1254-600-0270,419.35,Motor elétrico,MSA120
1254-602-0300,19.42,Carcaça em espiral,MSA120/140
1254-640-1701,58.23,Tampa do pinhão da corrente,MSA120/140
1254-642-1200,18.01,"Pinhão da corrente 1/4"" P 6d",MSA120
1254-647-2000,23.29,Sem-fim,MSA120/140
1254-790-0640,23.74,Cobertura do punho,MSA120/140
1254-790-1010,147.28,Carcaça do punho.,MSA120
1254-790-1013,147.28,Carcaça do punho,MSA140
1254-790-9100,40.31,Proteção da mão,MSA120/140
1254-791-1700,77.95,Tubo do punho,MSA120/140
1254-791-3101,4.47,Mola,MSA120/140
3003-650-2551,133.25,"Cabeça do sabre 3/8"" 11Z 1,6",Novos Sabres Rollomatic Super - 32/40/50
3003-650-6501,2237.99,Limiteur de profondeur de coupe,KitResgasteMS460
3003-650-9922,85.09,"Estrela reversora 3/8"" 10Z 1,6",MS361/381
3003-650-9935,85.09,"Estrela reversora 3/8 11Z 1,6",Novos Sabres Rollomatic Super - 32/40/50
3003-655-9200,13.7,Arruela separadora,MS460
3005-650-9903,85.09,"Estrela reversora 9d 1,3",MS011/025
3132-007-1000,16.1,"Cjto dente de corte direito 3/8"" RH",
3132-007-1001,33.83,"Cjto dente de corte esquerdo 3/8"" RH",Corrente 36RH
3132-660-6000,8.83,"Kit peças da corrente 3/8"" Hexa",Corrente 36RH
3522-660-6000,91.06,"Kit peças da corrente 3/8"" 35RM","Kit peças da corrente 3/8"" 35RM (20 elos de ligação com rebite e 20 elosde ligação)"
3610-660-6000,14.88,"Kit peças da corrente 3/8"" PMM (9 pares)",61 PMMC3 PICCO MICRO (MS170/180/192T/HT75)
3615-660-6000,86.72,"Kit peças da corrente 3/8"" PMY",
3621-007-1000,17.72,"Jogo 3/8"" RS dente de corte direito",Corrente 36RS
3621-007-1001,17.36,"Jogo 3/8"" RS dente de corte esquerdo",Corrente 36RS
3636-007-1000,13.5,"Jogo 3/8"" PM dente de corte direito",
3636-007-1001,13.5,"Jogo 3/8"" PM dente de corte esquerdo",
3636-662-1050,20.25,"Jogo peças do elo de tração 3/8"" P 1,3",/DT INTROD.: 09/2024
3639-007-1000,16.95,"Jogo .325"" RS dente de corte direito",MS260
3639-007-1001,16.95,"Jogo .325"" RS dente de corte esquerdo",MS260
3639-662-1050,4.06,"Elo de tração .325"" R 1,6",
3652-007-1000,19.74,"Jogo 3/8"" RM dente de corte direito",Corrente 36RM
3652-007-1001,19.74,"Jogo 3/8"" RM dente de corte esquerdo",Corrente 36RM
3669-660-6000,23.28,"Kit peças da corrente 1/4"" Picco",MSA160/200
3669-662-1050,5.24,"Jogo peças do elo de tração 1/4"" PM 1,1",1/4 P - Contém 10 elos de tração
3669-662-1150,4.39,Jogo peças do elo de tração de segurança,1/4 P - Contém 10 elos de tração de segurança
3673-007-1000,21.67,"Jogo 3/8"" RSL dente de corte direito",
3673-007-1001,21.67,"Jogo 3/8"" RSL dente de corte esquerdo",
3686-660-6000,13.31,"Kit peças da corrente .325""",MS260 (Elo de ligação com e sem rebite 8 peças)
3698-662-1050,2.13,"Elo de tração 3/8"" P 1,1",MS170/180/192T/HT75/HT131 - 3/8 P - Contém 10 elos de tração
3725-662-1050,3.57,"Jogo peças do elo de tração 3/8"" R 1,6",
3824-660-6020,15.19,"Kit peças da corrente 3/8""",
3833-662-1050,5.92,"Jogo peças do elo de tração 3/8"" R 1,3",
3844-662-1050,3.72,"Jogo peças do elo de tração 3/8"" R 1,5",
3994-662-4001,144.37,Elo de ligação esquerdo com três ressalt,MS460 Kit Resgate
3997-660-6020,14.02,"Kit peças da corrente 3/8"" PM",63 PM PICCO MICRO (MSE160)
4000-007-4408,74.41,Jogo de ferramentas para roçadeira GC,FS55/FS55R
4001-007-4400,41.48,Jogo de ferramentas para roçadeira GC BC,
4001-007-4401,76.33,Jogo de ferramentas para roçadeira GC WC,PROJETO 4147
4002-710-3601,54.49,Carcaça da bobina,STIHL INC/INTR.01/08/2020
4002-710-9601,102.75,Prato superior,FS85
4002-710-9603,95.3,Prato superior,AutoCut C 26-2
4002-710-9615,96.13,Prato superior,FS85/85R
4002-710-9701,103.58,Prato inferior,POLYCUT
4002-713-3003,42.38,Carretel,FS85/KA85R
4002-713-3015,22.03,Carretel,FS85/85R
4002-713-3016,38.34,Carretel,FS85/86/88/108/160/220/FR85/106/108
4002-713-3017,33.4,Carretel,Peças AutoCut 25-2
4002-713-3400,6.39,Grampo,FS85/85R
4002-713-3602,38.84,Carcaça da bobina,Trincut 31-2/41-2
4002-713-6501,34.55,Parafuso com colar,FS44/FS160/220/280
4002-713-6502,32.39,Parafuso com colar M10x1 à esquerda,FS85/86/88/108/FR85/106/108
4002-713-6801,12.11,Porca com colar M10x1 à esq.,FS85/85R
4002-713-6805,17.87,Porca com colar M10x1 à esq.,FS85/85R
4002-713-6810,24.8,Porca com colar M 10 x 1,TrimCut C 32-2
4002-713-7315,29.45,Arruela de comando,FS85/85R
4002-713-8300,3.43,Luva,FS85/160/220/280/FR85
4002-713-8301,11.64,Luva,FS85/KA85R
4002-713-8302,8.06,Luva,FS85/86/88/108/160/220/FR85/106/108
4002-713-8306,13.43,Luva,AutoCut C 26-2
4002-713-8307,11.64,Luva,FS160/220/290/300/350/380/460
4002-713-8310,7.52,Luva,FS85/85R
4002-713-8311,10.56,Luva,AutoCut 27-2
4002-713-9601,87.01,Prato superior,FS85/KA85R
4002-713-9608,82.87,Prato superior,Peças AutoCut 25-2
4002-713-9612,91.16,Prato superior,Cabeçote de corte DuroCut 20-2
4002-713-9700,77.86,Prato inferior,FS85
4002-713-9701,69.58,Prato inferior,FS85/KA85R
4002-713-9704,56.37,Prato inferior,AutoCut C 26-2
4002-713-9708,56.37,Prato inferior,Peças AutoCut 25-2
4002-713-9712,70.6,Prato inferior,
4002-713-9715,63.84,Prato inferior,FS85/85R
4002-740-6701,9.23,Porca estrela,Trincut 31-2/41-2
4002-740-6900,46.27,Elemento da bobina c/capa,AutoCut C 26-2
4002-820-1500,51.71,Carretel,STIHL INC/INTR.01/08/2020
4002-820-2100,16.56,Parafuso do punho,STIHL INC/INTR.01/08/2020
4002-967-4608,10.08,Plaqueta instrutiva,FS85/KA85R
4002-997-3800,7.44,Mola de pressão,STIHL INC/INTR.01/08/2020
4003-710-3600,52.87,Carcaça da bobina,STIHL INC/INTR.01/08/2020
4003-710-9601,115.13,Prato superior,FS160/220/290/300/350/380/460
4003-713-3001,50.5,Carretel,FS160/220/290/300/350/380/460
4003-713-6500,61.18,Parafuso com colar,FS160/220/280
4003-713-6501,30.24,"Parafuso com colar M12x1,5 à esquerda",FS160/220/280/290/300/350
4003-713-6800,10.39,"Porca com colar M12x1,5 à esq.",FS160/220/280
4003-713-6801,12.68,"Porca com colar M12x1,5 esquerda",Reposição cabeçote PolyCut 41-3 303-710-2113
4003-713-6804,23.07,"Porca com colar M12 x 1,5",TrimCut C 42-2
4003-713-8301,8.06,Luva,FS85/85R/FR85/FR220
4003-713-9701,90.86,Prato inferior,FS160/220/290/300/350/380/460
4004-710-4000,18.59,Capa,FE55
4004-713-8300,3.43,Luva,FE55/FS44/FSA65/85
4005-007-1001,88.37,Placa de proteção,FS160/220/290/300/350/380/460
4005-710-4500,14.71,Suporte,Cabeçote de corte DuroCut 40-4
4005-713-8301,23.24,Luva,Cabeçote de corte DuroCut 40-4
4005-713-9602,107.72,Prato superior,Cabeçote de corte DuroCut 40-4
4005-713-9702,97.78,Prato inferior,Cabeçote de corte DuroCut 40-4
4006-710-3602,33.44,Carcaça da bobina,FS38
4006-710-4001,16.52,Capa,FS38/FSA65/85
4006-710-4003,18.59,Capa,FS38
4006-713-3000,30.18,Carretel,FS38/FSA65/85
4006-713-3201,33.45,Carcaça superior,FSA65/85
4006-713-3701,15.12,Carcaça interna,FSA65/85
4006-713-8302,3.32,Luva,FS38
4006-820-1500,33.4,Carretel,FS38
4006-997-3100,6.69,Mola de pressão,FS38
4008-710-3600,51.38,Carcaça da bobina,FSA56
4008-713-7000,28.54,Tampa,FSE41/FSA56
4009-600-3200,32.01,Roda do ventilador,
4009-710-9600,53.04,Prato superior,FSA57
4009-713-9700,27.35,Prato inferior,FSA57
4009-997-3100,5.21,Mola de pressão,FSA57
4110-713-8300,3.5,Luva,FS86/88/106/108/160/220/280/FR85/106/108
4111-710-8700,18.71,Parafuso com colar,FS88/108/160/220/280/FR85/106/108
4111-716-9300,2.96,Anel,FS88/106/108/160/220/280/FR85/106/108
4112-141-2301,9.33,Botão do fecho,SR400/420
4112-893-2400,20.29,Luva de montagem,FS86/106/300/350/380/460/FR106/BT130/HT70K/KA120/HT133
4112-893-2401,48.54,Luva de montagem,FS44/300/350/380/460/PC70/75/BT130/HT70K
4112-893-6400,306.81,CALIBRADOR,FERRAMENTA SP20
4114-149-1205,4.17,Junta de vedação,FS75/85/85R/86/106/FR85/106/HS80/HT75/SP
4114-353-1600,14.71,Válvula,FS44/88/108/FR108/SR400
4114-359-1200,2.29,Anel de vedação,FS88/108/FR108
4116-007-1061,110.31,Jogo peças do carburador,SR400
4116-120-7100,49.89,Eixo de estrangulamento com alavanca,SR400/420
4116-121-2900,14.53,Borboleta do afogador,SR400/420
4116-121-3300,14.53,Borboleta de estrangulamento,SR400/420
4116-121-4700,32.46,Membrana de regulagem,MS039/310/390/046/460/SR400/420
4116-121-4800,32.46,Membrana da bomba,MS039/046/310/SR400/420
4116-121-5000,13.83,Alavanca de aço de regulagem de admissão,MS039/310/390/046/460/SR400/420
4116-121-5100,33.12,Agulha de admissão,BT121/MS025/250/210/034/036/310/360/390/
4116-122-3000,8.18,Mola,SR420
4116-122-3002,8.18,Mola,MS039/310/390/SR400
4116-122-3200,3.72,Mola com haste,SR400/420
4116-122-5000,3.43,Luva espaçadora,SR400/420
4116-122-6600,17.27,Parafuso de aço com colar,MS034/036/360
4116-129-0901,7.28,Junta de vedação,SR400/420
4116-129-0902,7.28,Junta de vedação,MS039/310/046/460/SR400/420
4116-190-0600,37.46,Mola de recuo,FS160/220/280/FR220
4116-195-7200,6.32,Peça de engate,FS160/220/280/FR220/SR400/420/KM55/BR600
4116-350-0502,29.34,Tampa do tanque,FS160/220/280/FR220
4116-710-3800,81.13,Prato de pressão Ø 60 mm,FS160/220/280
4116-713-1600,19.45,Arruela de pressão 12.22/15xØ60x3 mm,FS160/220/280
4116-713-3100,18.09,Prato giratório,Serra Circular FS160/220/280/300/350
4116-717-2702,37.94,Anel de proteção,FS300/350
4116-717-2800,6.21,"Arruela de proteção de aço Ø19,95x60x0,4",FS120/160/220/250/280
4116-790-3901,89.95,Proteção p/transporte Ø 350,FS130/300/350
4116-792-4300,13.53,Grampo tensor,FS130/300/350/FR350
4116-890-1400,52.06,Jogo de ferramentas,FS86/160/220/280/300/350/FR106
4116-893-4601,45.83,Luva de montagem,MS162/172/172C/182/212/FS460
4116-893-4700,28.8,Pino de montagem,FS300/350/380/460/KA120
4116-893-7200,91.29,Pino de encaixe,FS460
4116-893-7205,88.38,Pino de montagem - E140/160,E160/BT130/FS460
4116-894-1000,37.14,Peça de pressão,FS300/350/380/460/SPA65/KA120
4117-122-3006,8.18,Mola,MS011/025/250/210/FS44/86/88/220/280/SR4
4117-122-6200,34.23,Parafuso de encosto da marcha lenta,MS011/025/FS44/86/88/220/280/SR400/420
4117-122-9402,7.29,Bujão de fecho,MS011/025/250/210/310/390/046/460/FS44/8
4117-710-8200,71.93,Protetor Ø 200 mm,FS86/88/106/108/120/160/220/250/280/300/
4118-713-4105,10.7,Faca limitadora,FS44/80/85/88/108/120/220/250/280/300/35
4118-890-6400,79.03,Calibrador de corrente,SR400/PC70/75/HT70K/FS300/350/380/460/KA
4118-890-6401,65.77,Calibrador de corrente,HS80/82R/PC70/75/BT130/BR430/HT70K/HT133
4119-007-1013,82.91,Jogo de proteção Ø 420 mm,KA85R/KM55R/85R/FS55/E65/80/85/85R/86/88
4119-007-1026,206.54,"Jogo de ferramentas FS 160, FS 180",FS160/180
4119-007-1052,9.52,Jogo de juntas de vedação,FR220/FS160/220/280
4119-007-1060,67.48,Jogo peças do carburador,FS160/220/280
4119-007-4100,70.07,Jogo de manutenção 20,FS160/FS220/FS290/FR220
4119-020-1203,206.92,Cilindro com pistão Ø 35 mm,FS160
4119-020-1204,349.7,Cilindro com pistão Ø 38 mm,FS220/FR220
4119-020-1207,456.13,Cilindro com pistão Ø 40 mm,FS280
4119-020-1208,456.12,Cilindro com pistão Ø 40 mm,FS290
4119-020-2107,368.48,Carcaça do virabrequim,FS160/220/280/FR220
4119-029-0500,4.63,Junta de vedação,FS160/220/280/FR220
4119-029-2300,8.54,Junta do cilindro,FS160/220/280/FR220
4119-030-0400,469.72,Virabrequim,FS160/220/280/FR220
4119-030-2001,93.07,Pistão de alumínio Ø 35 mm,FS160
4119-030-2003,140.53,Pistão Ø 38 mm,FS220/FR220
4119-030-2004,172.17,Pistão Ø 40 mm,FS280
4119-034-1500,21.66,"Pino do pistão 10x6,5x28",BT121/MS210/025/230/250/FS160/220/280/FR
4119-034-3001,16.72,"Anel de compressão Ø 35x1,5 mm",BT121/FS160/FS120/300
4119-034-3002,21.02,"Anel de compressão Ø 38x1,5 mm",FS220/FR220
4119-034-3003,23.88,"Anel de compressão de aço Ø 40x1,5 mm",FS280/FS250
4119-084-0900,79.32,Cobertura,FS160/220/280
4119-084-0901,80.17,Cobertura,FR220
4119-120-0602,228.32,Carburador C1S-S3H,FS160/220/280/FR220
4119-120-1600,38.44,Filtro de ar,FS160/220/FR220
4119-120-1606,40.75,Filtro de ar,FS280
4119-120-7101,53.32,Eixo de estrangulamento com alavanca,FS86/160/220/280
4119-121-0700,12.41,Placa de fechamento,FS85/160/220/280/FR85/SP80/80K/HT75/HS45
4119-121-0800,49.68,Tampa de fechamento,FS160/220/280
4119-121-2901,14.53,Borboleta do afogador,FS106/108/160/220/280/FR106/108
4119-121-3000,53.87,Eixo do afogador,FS160/220/280
4119-121-4800,32.46,Membrana da bomba,MS390/FS160/220/280
4119-121-5400,36.77,Injetor da válvula,FS106/160/220/280/FR106
4119-121-8900,21.13,Pino,FS106/108/160/220/280/FR106/108/HS80
4119-122-1701,11.27,Chapa distanciadora,FS280
4119-122-3000,8.18,Mola com haste,FS160/220/280
4119-122-3002,8.18,Mola,BT121/FS106/108/120/160/220/250/280/300/
4119-122-4200,4.17,Esfera,BT121/FS106/108/120/160/220/250/280/300/
4119-122-6702,34.23,Parafuso de regulagem principal,FS160/220/280
4119-122-6802,34.23,Parafuso de regulagem da marcha lenta,FS160/220/280
4119-123-7501,9.78,Luva,FS160/220/280/FR220
4119-140-0602,78.59,Silenciador,FR220
4119-140-0605,74.06,Silenciador,FS160/220/280
4119-140-0606,79.59,Silenciador,FS290
4119-141-0300,9.78,Filtro adicional,FS160/220/280/FR220
4119-141-1000,42.78,Tampa do filtro,FS160/220/FR220
4119-141-1005,47.79,Tampa do filtro,FS280
4119-141-1700,18.13,Placa do filtro,FS160/220/280
4119-141-2200,67.93,Conexão,FS160/220/280/FR220
4119-141-8302,4.63,Porca de fechamento,FS160/220/280/FR220
4119-141-8600,10.62,Mangueira 53 mm,FS160/220/280/FR220
4119-149-0600,4.76,Junta de vedação do silenciador,FS160/220/280/FR220
4119-160-2001,97.21,Embreagem,FS160/220/280/FR220
4119-160-2901,105.29,Tambor da embreagem,FR220
4119-160-2906,105.29,Tambor da embreagem,FS160/220/280
4119-161-0501,191.28,Carcaça da embreagem de magnésio,FS160/220/280
4119-161-0502,601.21,Carcaça da embreagem,FR220
4119-162-2800,17.79,Capa,FS160/220/280
4119-180-1102,115.02,Cabo do acelerador,FR220
4119-180-1103,110.23,Cabo do acelerador,FS160/220/280
4119-182-0700,8.62,Luva,FS160/220/280/FR220
4119-182-2102,6.66,Suporte do cabo do acelerador,FS160/220/280/FR220
4119-182-3200,105.43,Tirantes de gas,FS160/220/280
4119-182-7600,8.36,Peça tensora,FS160/220/280/FR220
4119-182-9500,12.2,Botão giratório,FS160/220/280/FR220
4119-190-0401,59.83,Tampa do arranque,FS160/220/280/FS290/FR220
4119-195-0400,21.36,Polia,FS160/220/280/FR220/SR400/420/BR600
4119-350-0800,281.86,Carc. tanque,FS160/220/280/FR220
4119-358-0700,7.93,Mangueira 240 mm,FS160/220/280/FR220
4119-400-1201,204.28,Volante,FS160/220/280/FR220
4119-400-1306,307.64,Módulo de ignição,FS160/220/280
4119-405-1900,7.22,Suporte,FS160/220/280/FR220
4119-431-6700,3.53,Terminal de encaixe,FS160/220/280/FR220/FS290
4119-440-1107,16.78,Cabo curto-circuito,FS160/220/280/FR220
4119-642-0606,95.51,Eixo de transmissão,FS160
4119-642-7600,13.25,Porca de seg. com colar M12x1.5,FS160/220/280/290/300/350/380
4119-700-8400,16.73,Apoio de plástico,FS160/220/280
4119-710-6000,23.39,Faca limitadora,FS44/80/85/86/88/106/108/120/160/220/250
4119-710-6406,166.16,Fecho com cinta,FS44/88/106/108/120/160/220/250/280/300/350/FR106/KA85R
4119-710-6900,41.34,Gancho do cinto,FS88/108/160/220/86/106/44/FR108/HTA85/H
4119-710-7104,222.42,"Tubo do eixo Ø 28 mm x 1,55 m",FS160/220/280
4119-710-8103,53.19,Proteção,FS44/85/88/108/120/160/220/250/280/300/350/FR85/108/350
4119-711-3201,167.53,Eixo de acionamento,FS160/220/280
4119-711-7301,35.28,Guia de proteção 1530 mm,FS160/220/280
4119-713-3100,19.9,Prato giratório,FS160/220/280/290/300/350
4119-713-6500,10.8,Parafuso de fechamento,BT121/130/FS44/85R/86/88/106/108/120/160
4119-716-2900,34.13,Peça de regulagem do cinto,FS220/280
4119-716-3203,19.58,Protetor,FS44/86/88/106/108/120/160/220/250/280/3
4119-717-2800,12.39,"Arruela de proteção 20,1x80,4x1,2",FS120/160/220/280/280
4119-717-2806,14.31,Anel de proteção,FS160/220/280
4119-717-2807,138.39,Anel de proteção,FS160
4119-717-3100,13.73,Chapa defletora,FS160/220/280
4119-718-6300,3.41,Fivela 25 mm,FS44/108/120/160/220/250/280/300/350/FR1
4119-718-6310,3.73,Fivela,Cinto RocadeirasFS44/88/108/120/160/220/250/280/300/350/FR108/KA85R
4119-718-6320,2.84,Fivela,KM85R/HLA65/HTA86
4119-718-7400,30.59,Placa de proteção,FS44/88/106/108/120/160/220/250/280/300/
4119-790-1702,163.11,Tubo do punho,FS220/280
4119-790-3901,54.75,Proteção p/transporte Ø 225,FS88/108/120/250/FR108
4119-791-0600,48,Suporte do cabo,FS220/280
4119-791-0605,54.98,Suporte do cabo,FS220/280
4119-791-0610,37.96,Peça de aperto,FS220/280
4119-791-0615,41.03,Peça de aperto,FS220/280
4119-791-0815,39.88,Parte externa do punho,FS220/280
4119-791-0900,40.18,Peça de aperto,FS160
4119-791-6100,19.44,Parafuso sextavado M8x70,FS220/280
4119-791-6800,45.7,Peça de fixação,FS160
4119-791-7200,69.84,Luva,FS160/220/280
4119-791-9300,31.81,Amortecedor,FS160/220/280
4119-791-9400,5.71,Braçadeira do cabo,FS160/220/280/TS420/800-FW20
4119-792-4300,10.91,Grampo tensor,FS120/130/250
4119-792-4305,10.36,Grampo tensor,FS120/130/250
4119-792-6900,25.3,Arruela,FS160/220/280
4119-890-3400,32.03,Chave combinada,SR420/BR430
4119-890-4501,205.57,Extrator,FS86/106/FR106/BT130/HT133
4119-890-4600,178.48,Ferramenta  desmontagem-FS88/108/FR108,FS88/108/300/350/380/460/FR108/KA120
4119-893-2400,84.53,Pino para retentor,FS220/BT130/HT133
4119-893-4600,45.83,Cone de montagem,FS160/220/280/460/HS82R//BG/SH56
4119-893-7200,78.57,Luva para rolamento,FS220/300/350/380/460/PC70/75/HT70K/TSA2
4119-893-7205,119,Luva do rolamento da Embreage,FS220
4119-967-1501,12.58,Plaqueta de identificação FS 220,FS220
4119-967-1506,12.58,Plaqueta de identificação FS 280,FS280
4119-967-1509,12.58,Plaqueta de identificação FS 160,FS160
4119-967-1512,12.58,Plaqueta de identificação FR 220,FR220
4119-967-1513,12.58,Plaqueta,FS290
4123-791-7400,18.64,Tala,FR85/106/108/220/350/FS85R/KA85R/KM55/KA
4124-122-3600,17.32,Anel de vedação,MS260
4126-121-3000,51.59,Eixo do afogador,FS86/88/220/280
4126-121-5170,33.12,Agulha de admissão de aço e silicone,MS381EXP/651/661
4126-358-8900,10.26,Engate,FS86/106/160/220/FR106
4126-642-7600,14.45,Porca de seg. com colar M10x1,FS44/85R/86/88/106/108/120/250/FR85/106/
4126-713-3100,19.42,Prato giratório,FS44/85/85R/86/88/106/108/120/250/FR85/1
4126-713-6500,80.6,Parafuso com colar,FS86/88/106/108/FR85/106/108
4126-893-4900,142.9,Ferramenta de montagem AV,FS86/300/350/380/460/PC70/75/HT70K/KA120
4128-007-1007,127.98,Jogo de proteção Ø 370 mm,FS160/22/290/300/350/380
4128-007-1060,67.48,Jogo peças do carburador,BT121
4128-121-0800,49.68,Tampa de fechamento,FS85/FR85/SP80/80K/HT75/HS45
4128-121-2900,14.53,Borboleta do afogador,BT120/121/HS81R/FR350/FS120/250/300/350/KA120
4128-121-8900,21.13,Pino,FS85/SP80/80K/81/KA85R/KM55
4128-121-8901,21.13,Pino,BT120/121/HS45/81R/FR350/FS120/250/300/350/BR600
4128-122-3000,8.18,Mola,BG86/KA120
4128-129-0900,7.41,Junta de vedação,BT120/121/FR350/FS120/250/300/350/BG/SH56
4128-141-0310,33.06,Filtro de ar,FS300/350
4128-141-8000,7.2,Parafuso de fechamento,SR420
4128-160-0501,176.68,Carcaça da engrenagem,FR350/KR85/FR220
4128-160-0608,341.16,Carcaça da embreagem,FR220/350
4128-160-2001,197.01,Embreagem,BT120/121/FR350/FS120/250/300/350/KA120
4128-160-2900,114.84,Tambor da embreagem,FS300/350
4128-160-2905,114.84,Tambor da embreagem,FR350
4128-162-1000,29.15,Arruela de cobertura,BT120/121/FR350/FS120/250/300/350/460/KA120
4128-162-2800,31.53,Capa,FR85/106/108/220/350
4128-162-7600,123.66,Eixo,FR85/220/350
4128-180-1111,114.2,Cabo do acelerador,FR350
4128-180-1112,109.63,Cabo do acelerador,FS350/250/120/300
4128-182-0800,12.8,Trava do acelerador,FS85/120/160/220/250/280/HS45/81R
4128-182-1000,16.72,Alavanca do acelerador,FS85/120/160/220/250/280/HS45/81R
4128-182-1700,11.62,Interruptor Combinado,FS85/120/160/220/250/280/HS81R
4128-182-3202,108.43,Cabo do acelerador,FR350
4128-182-3203,104.63,Cabo do acelerador,FS350/250/120/300
4128-182-4200,4.47,Mola de contato,FS85
4128-182-4201,4.5,Mola de contato,FS85/120/160/220/250/280/300/350/HS81R
4128-182-4501,3.76,Mola com haste,BT121/FS75/85/120/160/220/250/280/300/35
4128-182-4502,4.5,Mola com haste,FS85/120/160/220/250/280/300/350/HS81R
4128-182-4504,4.5,Mola com haste,FS85/120/160/220/250/280
4128-182-6200,7.92,Parafuso com colar,FS85/120/160/220/250/280/300/350/HS81R/M
4128-182-9500,11.62,Botão giratório,BT120/121/FR350/FS120/250/300/350/KA120
4128-195-0400,20.56,Polia,BT121/FS38/KM55/FS120/250/300/350/FR350/KA120/HT133
4128-195-6200,6.82,Mangueira,FR220/350
4128-350-0505,29.28,Tampa do tanque,BT121/FS75/85/85R/86/88/106/108/120/250/
4128-358-0800,27.81,Mangueira,BT120/BT121/FS120/250/300/350/FR350
